ID;Tweet;Keluhan;Respon;Bukan Keluhan/Respon;Kategori;Topik Umum; Topik Spesifik;Lokasi;Waktu 
6,91957E+17;@ridwankamil @dbmpkotabdg @PRFMnews ,dpn pasar uleukan pagarsih jalan seperti kubangan berlubang dalam,tinjau en tindaklanjuti;k;;;k;Infrastruktur;jalan rusak;depan Pasar Uleukan Pagarsih ;-
6,91957E+17;RT @MaulanaBoyke: @ridwankamil @diskamtam @PRFMnews ,pohon kering di jln sulaksana kel cicaheum @Kec_Kircon ,mohon  tindaklanjuti https://t…;k;;;k;Lingkungan Hidup;pohon kering;Jalan Sulaksana Kel. Cicaheum ;-
6,91958E+17;"RT @chirpstory: Hangat「Tanggapan Atas Pandangan @RidwanKamil Soal Kereta Cepat &amp; Tumbuhnya Kota Baru"" b..」dari @M4ngU5il https://t.co/kA9E…""";;;l;l;Bukan Keluhan;-;-;-
6,91961E+17;"RT @Satpolppbdg: Giat penertiban PKL di Wastukencana, Cicendo, Abdul Rivai, Purnawarman &amp; Taman Vanda, 26/1/2016 cc @ridwankamil https://t.…";;;l;l;Bukan Keluhan;-;-;-
6,91965E+17;#suaraBDG via @ynilie: trotoar gg suniaraja parkiran mrajalela,mtr becak 2 arah,pjalan kaki bhy cc: @Satpolppbdg https://t.co/jxTu6JOuxN;k;;;k;"Perhubungan, K3 (Ketertiban; Kebersihan; Keindahan)";parkir sembarangan, becak ;Gang Suniaraja;-
6,91965E+17;RT @infobdg: #suaraBDG via @ynilie: trotoar gg suniaraja parkiran mrajalela,mtr becak 2 arah,pjalan kaki bhy cc: @Satpolppbdg https://t.co/…;k;;;k;"Perhubungan, K3 (Ketertiban; Kebersihan; Keindahan)";parkir sembarangan, becak ;Gang Suniaraja;-
6,91966E+17;RT @infobdg: #suaraBDG via @ynilie: trotoar gg suniaraja parkiran mrajalela,mtr becak 2 arah,pjalan kaki bhy cc: @Satpolppbdg https://t.co/…;k;;;k;"Perhubungan, K3 (Ketertiban; Kebersihan; Keindahan)";parkir sembarangan, becak ;Gang Suniaraja;-
6,91968E+17;@ridwankamil bereskan bdg dulu ya kang jangan nyalon di pilkada dulu,,,,, SYA INI suka kritik keras kang emil saya mohon jgn tinggalkan bdg;;;l;l;Bukan Keluhan;-;-;-
6,91969E+17;RT @infobdg: #suaraBDG via @ynilie: trotoar gg suniaraja parkiran mrajalela,mtr becak 2 arah,pjalan kaki bhy cc: @Satpolppbdg https://t.co/…;k;;;k;"Perhubungan, K3 (Ketertiban; Kebersihan; Keindahan)";parkir sembarangan, becak ;Gang Suniaraja;-
6,9197E+17;@ridwankamil  Pemimpin yg paling kuidamkan. Bertahun menunggu pandangan pada kelompok rentan ini. Perih Sekarang  https://t.co/tzYsGycMpg;;;l;l;Bukan Keluhan;-;-;-
6,91971E+17;RT @kangsodiq: Mantap lokasi jl. Pagarsih..pdhl trotiarnya baru di bangun sm @dbmpkotabdg @Satpolppbdg @IWGinting https://t.co/xYF8Jhprzr;;;l;l;Bukan Keluhan;-;-;-
6,91974E+17;@dbmpkotabdg waktu musrembang minggu kemarin, seorang seklur mengatakan bahwa jalan daerah kami bukan prioritas dibanding rw yg sekelurahan.;;;l;l;Bukan Keluhan;-;-;-
6,91979E+17;@relawan_bdg @Satpolppbdg @meilalala @ridwankamil @dishub_kotabdg parkir apa rampok. Wajib 3rebu. Kumaha pak arif uptd.;k;;;k;Perhubungan ;tarif / retribusi parkir;-;-
6,9198E+17;@ridwankamil pertigaan surya sumantri-pasteur-jalan tol, jalan nya digedein gitu pak, 3thn tiap senin saya gabisa ikut upacara da macet:((((;k;;;k;Perhubungan ;kemacetan;pertigaan Surya Sumantri-Pasteur-Jalan Tol ;-
6,91986E+17;Kang @ridwankamil kemarin saya hbs dari Balkot,knp didalamnya itu kotor ya,kamar mandi gak ke urus,tangga pada udh rusak. Emang lm di renov?;k;;;k;Bidang Lainnya;-;Balkot;-
6,9199E+17;Sejauh yg saya pahami, Kampanye LGBT tak pernah perkara kampanye gaya hidup. Tapi soal kurangi stigma dan diskriminasi. @ridwankamil -5;;;l;l;Bukan Keluhan;-;-;-
6,91991E+17;RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6g…;;;l;l;Bukan Keluhan;-;-;-
6,91996E+17;"Pak @ridwankamil ,apa tiap kantor kecamatan &amp; kelurahan sdh memiliki genset"" ? Agar pelayanannya tdk terhambat krn padamnya aliran listrik.""";;;l;l;Bukan Keluhan;-;-;-
6,91996E+17;Kayanya bukan hanya di viaduct deh. Seueur mobil rongsokan di bahu jln. @dbmpkotabdg @Satpolppbdg @ridwankamil;k;;;k;Bidang Lainnya;-;-;-
6,91996E+17;Pak @ridwankamil mohon anak silver yg ada di kawasan lampu merah yg dekat RSHS di jl. Pasir kaliki di tindak tegas pak krn sangat meresahkn.;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";manusia silver;dekat RSHS Jalan Pasirkaliki ;-
6,91997E+17;Kayanya bukan hanya di viaduct deh. Seueur mobil rongsokan di bahu jln. @dbmpkotabdg @Satpolppbdg @ridwankamil https://t.co/uNYtdtwOzu;k;;;k;Bidang Lainnya;-;-;-
6,91999E+17;"RT @Satpolppbdg: Penertiban PKL Dayangsumbi, Tamansari &amp; badan jalan Cicadas hr ini 25/1/16 cc @ridwankamil @DiskominfoBdg @infobdg https:/…";;r;;r;"K3 (Ketertiban; Kebersihan; Keindahan)";PKL ;Dayangsumbi, Tamansari, badan Jalan Cicadas;25/01/2016
6,92E+17;@Metro_TV @ridwankamil  jd gubernur jabar saja, masih byk yg harus dibereskan, kalo jkt biar @basuki_btp yg urus.;;;l;l;Bukan Keluhan;-;-;-
6,92001E+17;RT @ikgsud: Kayanya bukan hanya di viaduct deh. Seueur mobil rongsokan di bahu jln. @dbmpkotabdg @Satpolppbdg @ridwankamil https://t.co/uNY…;k;;;k;Bidang Lainnya;-;-;-
6,92003E+17;RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6g…;;;l;l;Bukan Keluhan;-;-;-
6,92005E+17;Sdh1 minggu lebih SK panitia pemilihan RT dan RW blm jg trn ada ap selma ini sedngkn wktu SK RW hbis tinggl 2 minggu@ridwankamil@surjana32;;;l;l;Bukan Keluhan;-;-;-
6,92006E+17;Kng emil panitia udh ngadu ttng kpn turn SK. Panitia tpi tdk ad tanggapn dri Rw dan lurah ada apa nih??@ridwankamil@PRFMnews@OdedMD;k;;;k;Bidang Lainnya;-;-;-
6,92008E+17;@pdkebersihanbdg @ridwankamil maaf sebelumnya munkin saya salah, mohon bantuannya untuk beasiswa dari pa @ridwankamil gmn cara ?;;;l;l;Bukan Keluhan;-;-;-
6,92011E+17;"RT @Satpolppbdg: Penertiban PKL Dayangsumbi, Tamansari &amp; badan jalan Cicadas hr ini 25/1/16 cc @ridwankamil @DiskominfoBdg @infobdg https:/…";;r;;r;"K3 (Ketertiban; Kebersihan; Keindahan)";PKL ;Dayangsumbi, Tamansari, badan Jalan Cicadas;25/01/2016
6,92015E+17;tetapi hari ini masih boleh akan terjadi pada hari esok. @Bandung_Dinkes;;;l;l;Bukan Keluhan;-;-;-
6,92019E+17;RT @ikgsud: @relawan_bdg @Satpolppbdg @meilalala @ridwankamil @dishub_kotabdg parkir apa rampok. Wajib 3rebu. Kumaha pak arif uptd.;k;;;k;Perhubungan ;tarif / retribusi parkir;-;-
6,92021E+17;Daerah kircon iraha dibebenah euy.... Asa angger keneh ti baheula @dbmpkotabdg @ridwankamil @DiskominfoBdg;k;;;k;Bidang Lainnya;-;Kircon ;-
6,92021E+17;@VikingKircon @ridwankamil @DiskominfoBdg trotoar sareng jalan taun ayeuna dibenahi kang;;;l;l;Bukan Keluhan;-;-;-
6,92021E+17;Mangga... Diantosan ah... Rakyat kircon menunggu... Entong daerah tengah wae anu di bangun @dbmpkotabdg @ridwankamil @DiskominfoBdg;k;;;k;Perencanaan & Program Pembangunan;-;-;-
6,92022E+17;Ari pasar kumaha trotoarna? Jalan psm kumaha? Paroek mang seeur anu cilaka... Lampu mana lampu @dbmpkotabdg @ridwankamil @DiskominfoBdg;k;;;k;Infrastruktur;lampu penerangan jalan umum;Jalan PSM ;-
6,92023E+17;RT @infobdg: #suaraBDG via @ynilie: trotoar gg suniaraja parkiran mrajalela,mtr becak 2 arah,pjalan kaki bhy cc: @Satpolppbdg https://t.co/…;k;;;k;"Perhubungan, K3 (Ketertiban; Kebersihan; Keindahan)";parkir sembarangan, becak ;Gang Suniaraja;-
6,92029E+17;@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 26/1 URC PJU, perbaikan lampu PJU jl Cijagra https://t.co/uYz2qYi1m4;;r;;r;infrastruktur;lampu penerangan jalan umum;Jalan Cijagra;-
6,92029E+17;@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 26/1 URC PJU, perbaikan lampu PJU jl BKR https://t.co/bfZ8CXYEfN;;r;;r;infrastruktur;lampu penerangan jalan umum;Jalan BKR ;-
6,92034E+17;Kumaha mang. Enjing jl. Psm sareng jl jembatan layang nu di handap, tiasa dilampuan @dbmpkotabdg @ridwankamil @DiskominfoBdg;;;l;l;Bukan Keluhan;-;-;-
6,92035E+17;https://t.co/GLmDvam0Tp  pak @ridwankamil di Bandung msh ada niy keknya.. 😊;;;l;l;Bukan Keluhan;-;-;-
6,92039E+17;Sekali lagi, harapan gue malem hari ini: pengen punya suami kayak kang @ridwankamil;;;l;l;Bukan Keluhan;-;-;-
6,9204E+17;Gile kok ormas boleh main usir penduduk sipil lain dg dalih alasan di ranah privat... Sejak kapan? Backwards.  https://t.co/SKGHfjXka9;k;;;k;Bidang Lainnya;-;-;-
6,9204E+17;@PRFMnews @ridwankamil. Subhanallah btul kang jgn kita se-olah2 itu hak nya mrka,tpi dibiarkn 'bibit'2 bru di medsos sprti pmbenarn.Bahaya!;;;l;l;Bukan Keluhan;-;-;-
6,9205E+17;Pa @ridwankamil bener gtu pelayanan IGD di rumah sakit ujung berung harus beli ini itu dlu bru ditangani meskipun pke bpjs;;;l;l;Bukan Keluhan;-;-;-
6,92054E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 26/1 URC PJU, perbaikan lampu PJU jl Cijagra https://t.co/uYz2qYi1m4;;r;;r;infrastruktur;lampu penerangan jalan umum;Jalan Cijagra;-
6,92057E+17;@ridwankamil @dedealimarwan klo kata saya mah PT.DI bukan masalah bandung tp masalah negara..coba bisa kita liat history dr boeing n airbuss;;;l;l;Bukan Keluhan;-;-;-
6,92084E+17;Saya sebagai pemuda indonesia sangat kecewa sekali mengapa bangsa yg besar ini tidak mampu menjadi bangsa yang besar @ridwankamil @detikcom;;;l;l;Bukan Keluhan;-;-;-
6,92104E+17;@ridwankamil kang punten pengamen berpenampilan punk sudah sangat meresahkan,seputar pasar baru,mohon ditertibkan,nuhun.;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";pengamen;Pasar Baru ;-
6,92131E+17;"RT @mazNOT: *as personal, sy sepakat dg ini* P'@ridwankamil pas utk Bandung, &amp; masih dibutuhkan di Bdg  https://t.co/ZxQXQawiV4 https://t.c…";;;l;l;Bukan Keluhan;-;-;-
6,92135E+17;Tawarin ke China kereta cepat Jepara-Bandung-Jakarta ya Om? @ridwankamil drpd minta pantai buatan lg, bikin kereta cepat bandung pangandaran;;;l;l;Bukan Keluhan;-;-;-
6,92137E+17;"RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:…";;;l;l;Bukan Keluhan;-;-;-
6,92139E+17;"RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:…";;;l;l;Bukan Keluhan;-;-;-
6,92139E+17;@pdamtirtawening ,gmn ini Id00A10200900 air ngga ngocor,tiap mlm begadang g dpt jg,tiap hr beli air mau smp kpn? cc @ridwankamil @PRFMnews;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;-;-
6,92141E+17;RT @Satpolppbdg: Pengemis pura2 buntung ditertibkan mlm ini 21/1/16. Masih mau ngasih? cc @ridwankamil @DiskominfoBdg @PemkotBandung https:…;;r;;r;"K3 (Ketertiban; Kebersihan; Keindahan)";anak jalanan dan gelandangan pengemis;-;21/01/2016
6,92144E+17;@Satpolppbdg @ridwankamil @DiskominfoBdg @infobdg gimana iman, masih buang sampah sembarangan ga, jangan yaaahh ..;;;l;l;Bukan Keluhan;-;-;-
6,92149E+17;@Yas_Pyu @Ahok_BasukiTP @PDI_Perjuangan @ridwankamil pa ahok dan kang Emil 2 pigur yg suka membangun dan berkarya.;;;l;l;Bukan Keluhan;-;-;-
6,92149E+17;RT @IWGinting: Penindakan taksi ngetem di Pasteur @ridwankamil @relawan_bdg @PRFMnews AYO SUPIR TAKSI TAAT ATURAN https://t.co/HcEBODiBkH;;;l;l;Bukan Keluhan;-;-;-
6,92156E+17;@pdamtirtawening @ridwankamil maaf br dblas, sy lht titiknya sdh ditutup brankal (mgkn sdh diperbaiki o warga);;;l;l;Bukan Keluhan;-;-;-
6,9216E+17;@ridwankamil  Pak tolong sesekali mampir ke kebun binatang bandung, pak. Menurut saya agak kurang terawat tempatnya.;k;;;k;"Kebudayaan; Pariwisata & Olahraga";kebun binatang;Kebun Binatang ;-
6,9216E+17;@ridwankamil semangat, Pak. Skeptisme biasanya membuat kita lebih antisipatif dan bisa mengatasi segala kemungkinan.;;;l;l;Bukan Keluhan;-;-;-
6,92166E+17;jangan pak @ridwankamil jangan mau diadu. bangun daerah masing masing pak. inget berbakti gak harus di pusat.  https://t.co/00M10ytsuL;;;l;l;Bukan Keluhan;-;-;-
6,92166E+17;@ridwankamil seharusnya dilarang, karena kita bukan negara liberal kita masih pancasila, Ketuhanan Yang Maha Esa, mari cek kitab masing2;;;l;l;Bukan Keluhan;-;-;-
6,9217E+17;@ridwankamil gimana bisa berdialog kalau dilarang berbicara di publik;;;l;l;Bukan Keluhan;-;-;-
6,92171E+17;@ridwankamil @ciamikboy seumpama bapak+fam ke luar negri, dan melihat 2 gay/lesbian berciuman, gmana menjelaskan ke anak bpk yg msh kecil?;;;l;l;Bukan Keluhan;-;-;-
6,92171E+17;RT @aragotheaniki: @ridwankamil gimana bisa berdialog kalau dilarang berbicara di publik;;;l;l;Bidang Lainnya;-;-;-
6,92171E+17;LGBT ada di timur barat utara selatan. Kita belum terbuka dan mau saling belajar.  https://t.co/8uoJKgf0bU;;;l;l;Bukan Keluhan;-;-;-
6,92171E+17;Karena koh @basuki_btp , kang @ridwankamil, bu risma, pak @ganjarpranowo..pemimpin2 terbaik dàn jadi harapan kami rakyat indonesia.;;;l;l;Bukan Keluhan;-;-;-
6,92171E+17;Pa rw07 memeh ngantor mingpinGPS,hebat! @ridwankamil @PemumBdg @Kec_Kircon @DiskominfoBdg @dbmpkotabdg @PKK_KotaBDG https://t.co/MZaXvuvLpV;;;l;l;Bukan Keluhan;-;-;-
6,92172E+17;RT @aksirelawanbdg: Yg septictank-nya udh mampet atau yg mau bikin event Sila manfaatkan fasilitas @pdamtirtawening ini  ~p'@ridwankamil ht…;;;l;l;Bukan Keluhan;-;-;-
6,92172E+17;RT @muhali74: LGBT ada di timur barat utara selatan. Kita belum terbuka dan mau saling belajar.  https://t.co/8uoJKgf0bU;;;l;l;Bukan Keluhan;-;-;-
6,92173E+17;@prambors leh uga tuh Jaketnya , kalo gue sih.. wajah pahatan pak @ridwankamil ngahaha sama beberapa potret kota Bandung #DGITM;;;l;l;Bukan Keluhan;-;-;-
6,92173E+17;Kang @ridwankamil imigrasi pengen di kasih tempat parkir yg layak slama ini susah cari parkir. masa mau melanggar di sisi jalan dpn kntor :(;k;;;k;Infrastruktur;sarana parkir;Kantor Imigrasi ;-
6,92173E+17;RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ;;;l;l;Bukan Keluhan;-;-;-
6,92174E+17;RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6g…;;;l;l;Bukan Keluhan;-;-;-
6,92174E+17;Pak ridwan mantaaaapppp@ridwankamil: karena hetero adalah norma mayoritas umum. agar kondusif;;;l;l;Bukan Keluhan;-;-;-
6,92174E+17;"@aragotheaniki @ridwankamil Homo&amp; Lesbi bkn sifat yg muncul sjk lahir, itu krn proses yg salah.Bnyk kasus seorang suami jd gay #TolakLGBT";;;l;l;Bukan Keluhan;-;-;-
6,92175E+17;@ridwankamil emang kapan pancasila melarang kita ngga boleh jadi LGBT? yang ada itu Tuhan YME dan ngga semua agama memiliki satu tuhan;;;l;l;Bukan Keluhan;-;-;-
6,92175E+17;@ridwankamil kang emil, kalo saya mau cari data tentang ekonomi kreatif di bandung carinya di dinas apa ya? Mohon dibantu buat skripsian 🙏;;;l;l;Bukan Keluhan;-;-;-
6,92176E+17;RT @aragotheaniki: @ridwankamil gimana bisa berdialog kalau dilarang berbicara di publik;k;;;k;Bidang Lainnya;-;-;-
6,92177E+17;@ridwankamil pak kalau masyarakat mau tau economic growth report bandung/year, bisa didapat dimana ya? tks pak.;;;l;l;Bukan Keluhan;-;-;-
6,92178E+17;RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ;;;l;l;Bukan Keluhan;-;-;-
6,92179E+17;memang sebagai politisi memimpin daerah yg besar adalah prestasi, namun kami masih membutuhkan @ridwankamil #KamiButuhKangEmil;;;l;l;Bukan Keluhan;-;-;-
6,92179E+17;@RickoZega @ridwankamil HONESTLY emangnya ada? aku google kok ngga nemu??? lagian mustahil orang yang emang bukan LGBT bakal mau jadi LGBT;;;l;l;Bukan Keluhan;-;-;-
6,92179E+17;@yayan_07152 @ridwankamil pakai bhs Indonesia. Bhs nasional kita bkn bhs Sunda. Dan maaf, sy sekolah kok. Mungkin lbh tinggi dr anda :);;;l;l;Bukan Keluhan;-;-;-
6,92181E+17;Yuk kerja nyata, biar ga jd warga yg hanya punya teory modal jempol di twiter sprt saran pak @ridwankamil :);;;l;l;Bukan Keluhan;-;-;-
6,92181E+17;RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6g…;;;l;l;Bukan Keluhan;-;-;-
6,92182E+17;Setuju dengn pak @ridwankamil bahwa masih banyak pr buat megeri ini. Yg perlu dipertanyakan adalah pak mentri yg mengangkat isu ini.;;;l;l;Bukan Keluhan;-;-;-
6,92183E+17;@ridwankamil @KrisHerwandi bebas yang sebebas-bebasnya tu kayak apa? Game GTA aja masih ada polisinya. Tsk.;;;l;l;Bukan Keluhan;-;-;-
6,92183E+17;@dbmpkotabdg @KELRANCABOLANG @ridwankamil @PemumBdg @DiskominfoBdg yg pasti berlubang pak..pdhal dpn kantor kelurahan...dpn polsek gd bage;k;;;k;Infrastruktur;jalan rusak;depan Polsek Gedebage;-
6,92183E+17;"10.10: RT  @Rescue_Damkar: Penyuluhan Pencegahan &amp; Penanggulangan Kebakaran di GUPUS II DITKESAD Jl Gudang Utara.  https://t.co/NNyWrkrRaR";;;l;l;Bukan Keluhan;-;-;-
6,92184E+17;@ridwankamil @oedit Betul kang emil, banyak orang tidak sadar klo negara kita berdasarkan pancasila;;;l;l;Bukan Keluhan;-;-;-
6,92185E+17;RT @aragotheaniki: @ridwankamil gimana bisa berdialog kalau dilarang berbicara di publik;k;;;k;Bidang Lainnya;-;-;-
6,92185E+17;"RT @PRFMnews: 10.10: RT  @Rescue_Damkar: Penyuluhan Pencegahan &amp; Penanggulangan Kebakaran di GUPUS II DITKESAD Jl Gudang Utara.  https://t.…";;;l;l;Bukan Keluhan;-;-;-
6,92185E+17;RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6g…;;;l;l;Bukan Keluhan;-;-;-
6,92186E+17;Kang @ridwankamil kami mau bantu efisiensi listrik d kntr2 pemerintah. Mohon ijin kpn kami bs presentasi;;;l;l;Bukan Keluhan;-;-;-
6,92187E+17;"Yth Bpk @ridwankamil &amp; Bpk @RTMC_PoldaJabar @tmcpoldajabar , mau tanya utk aturan 4 in 1 di hari Sabtu Tol Pasteur masih berlaku? Nuhun, Pak";;;l;l;Bukan Keluhan;-;-;-
6,92187E+17;Pak wali @ridwankamil misalkan proyek KA cepat beres, solusi ato fasilitas apalagi supaya kemacetan berkurang di Bdg? Nuhun;;;l;l;Bukan Keluhan;-;-;-
6,92188E+17;Kurang kasih sayang, vokalis band death metal @jasad, @manjasad minta jodoh ke @RidwanKamil https://t.co/wT9UExdmpL https://t.co/sAFhC0u1va;;;l;l;Bukan Keluhan;-;-;-
6,92189E+17;@ridwankamil @oedit dr norma smpe bahasa.. Punten da pak ridwan n mayoritas follower jg urang sunda, pk bhs sunda salah1 bhs daerah indo jg;;;l;l;Bukan Keluhan;-;-;-
6,92189E+17;@KrisHerwandi @ridwankamil qta hidup d dunia yg penuh aturan bung,,maka hormati aturan yg sudah ada.. hidup tnpa aturan,hancur lah dunia ini;;;l;l;Bukan Keluhan;-;-;-
6,9219E+17;"Pa @ridwankamil , mohon ijin... Insya Allah sabtu malam sy&amp;rkan2 mau cat ulang kursi ditrotoar asia afrika dsk. Mohon ijinnya y pa";;;l;l;Bukan Keluhan;-;-;-
6,9219E+17;@oedit @ridwankamil skrng saya tanya,agama kristen menyetujui LGBT ga? Klo ada tolong buktikan beserta ayatny;;;l;l;Bukan Keluhan;-;-;-
6,92191E+17;"RT @Rescue_Damkar: Penyuluhan Pencegahan &amp; Penanggulangan Kebakaran di GUPUS II DITKESAD Jl Gudang Utara https://t.co/ImoNxl1TK2";;;l;l;Bukan Keluhan;-;-;-
6,92191E+17;RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6g…;;;l;l;Bukan Keluhan;-;-;-
6,92191E+17;RT @malesbanget: Kurang kasih sayang, vokalis band death metal @jasad, @manjasad minta jodoh ke @RidwanKamil https://t.co/wT9UExdmpL https:…;;;l;l;Bukan Keluhan;-;-;-
6,92191E+17;"RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:…";;;l;l;Bukan Keluhan;-;-;-
6,92191E+17;@pdamtirtawening no langganan kami 00204860571 mohon dicek karena sdh 1 minggu karena dirumah ada anak balita.,terima kasih sebelumnya;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;-;satu minggu 
6,92192E+17;"RT @infobandung: RT @Rescue_Damkar: Penyuluhan Pencegahan &amp; Penanggulangan Kebakaran di GUPUS II DITKESAD Jl Gudang Utara https://t.co/ImoN…";;;l;l;Bukan Keluhan;-;-;-
6,92192E+17;"RT @infobandung: RT @Rescue_Damkar: Penyuluhan Pencegahan &amp; Penanggulangan Kebakaran di GUPUS II DITKESAD Jl Gudang Utara https://t.co/ImoN…";;;l;l;Bukan Keluhan;-;-;-
6,92193E+17;@PRFMnews jl suci sebrang kantor imigrasi, dilarang parkir tetap parkir. Salah 1 sumber kemacetan. @dishub_kotabdg https://t.co/u8BKLWvMGR;k;;;k;Perhubungan;parkir sembarangan, kemacetan;Jalan Suci depan Kantor Imigrasi ;-
6,92193E+17;"RT @infobandung: RT @Rescue_Damkar: Penyuluhan Pencegahan &amp; Penanggulangan Kebakaran di GUPUS II DITKESAD Jl Gudang Utara https://t.co/ImoN…";;;l;l;Bukan Keluhan;-;-;-
6,92195E+17;RT @malesbanget: Kurang kasih sayang, vokalis band death metal @jasad, @manjasad minta jodoh ke @RidwanKamil https://t.co/wT9UExdmpL https:…;;;l;l;Bukan Keluhan;-;-;-
6,92197E+17;Aturan apa? negara wajib melindjngi ekpresi waragnya: berbicara, pendapat, sex. itu konstitusi! Bkn warga beragama! https://t.co/Lj3rbHmxXR;;;l;l;Bukan Keluhan;-;-;-
6,92197E+17;@pdamtirtawening @PRFMnews no. langganan 00230301342 a.n S.KANDI dan daerah sekitarnya jga ga ngocor pak cai na sampai skrang jg!!!!!;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;-;-
6,92198E+17;Giat  pengerukan diRw 03 jl Babakan tarogong tgl.27/1/2016 @ridwankamil @PemumBdg @dbmpkotabdg  @KecBojongloakal https://t.co/fVv12okRzp;;;l;l;Bukan Keluhan;-;-;-
6,92198E+17;Lokasi : Jl.Kopo Sayati. Pak @ridwankamil di Bandung gak ada PPSU yaa? Sampahnya kok sampe berserakan di jalanan gni https://t.co/mPkiYVt50C;k;;;k;Pengelolaan Sampah;sampah berserakan;Jalan Kopo Sayati ;-
6,92199E+17;RT @sukaasih_bdg: Giat  pengerukan diRw 03 jl Babakan tarogong tgl.27/1/2016 @ridwankamil @PemumBdg @dbmpkotabdg  @KecBojongloakal https://…;;;l;l;Bukan Keluhan;-;-;-
6,922E+17;semua yang anti Pancasila juga apapun itu tentunya akan diajak dialog bkn frontal. tidak perlu sebut nama, krn byk. https://t.co/7BFaLJhjvs;;;l;l;Bukan Keluhan;-;-;-
6,922E+17;RT @ridwankamil: semua yang anti Pancasila juga apapun itu tentunya akan diajak dialog bkn frontal. tidak perlu sebut nama, krn byk. https:…;;;l;l;Bukan Keluhan;-;-;-
6,922E+17;"RT @Satpolppbdg: Giat penertiban PKL di Wastukencana, Cicendo, Abdul Rivai, Purnawarman &amp; Taman Vanda, 26/1/2016 cc @ridwankamil https://t.…";;;l;l;Bukan Keluhan;-;-;-
6,922E+17;RT @ridwankamil: semua yang anti Pancasila juga apapun itu tentunya akan diajak dialog bkn frontal. tidak perlu sebut nama, krn byk. https:…;;;l;l;Bukan Keluhan;-;-;-
6,922E+17;RT @ridwankamil: semua yang anti Pancasila juga apapun itu tentunya akan diajak dialog bkn frontal. tidak perlu sebut nama, krn byk. https:…;;;l;l;Bukan Keluhan;-;-;-
6,922E+17;RT @ridwankamil: semua yang anti Pancasila juga apapun itu tentunya akan diajak dialog bkn frontal. tidak perlu sebut nama, krn byk. https:…;;;l;l;Bukan Keluhan;-;-;-
6,922E+17;RT @ridwankamil: semua yang anti Pancasila juga apapun itu tentunya akan diajak dialog bkn frontal. tidak perlu sebut nama, krn byk. https:…;;;l;l;Bukan Keluhan;-;-;-
6,922E+17;RT @ridwankamil: semua yang anti Pancasila juga apapun itu tentunya akan diajak dialog bkn frontal. tidak perlu sebut nama, krn byk. https:…;;;l;l;Bukan Keluhan;-;-;-
6,922E+17;RT @ridwankamil: semua yang anti Pancasila juga apapun itu tentunya akan diajak dialog bkn frontal. tidak perlu sebut nama, krn byk. https:…;;;l;l;Bukan Keluhan;-;-;-
6,92201E+17;RT @ridwankamil: semua yang anti Pancasila juga apapun itu tentunya akan diajak dialog bkn frontal. tidak perlu sebut nama, krn byk. https:…;;;l;l;Bukan Keluhan;-;-;-
6,92201E+17;RT @ridwankamil: semua yang anti Pancasila juga apapun itu tentunya akan diajak dialog bkn frontal. tidak perlu sebut nama, krn byk. https:…;;;l;l;Bukan Keluhan;-;-;-
6,92201E+17;RT @ridwankamil: semua yang anti Pancasila juga apapun itu tentunya akan diajak dialog bkn frontal. tidak perlu sebut nama, krn byk. https:…;;;l;l;Bukan Keluhan;-;-;-
